Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Herramientas,Sierra,cold-forest,2021-12-12,2015-06-29,true,2,8.75
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Sustrato,Perlita,black-bush,2020-04-11,2015-06-29,true,3,5.49
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Herramientas,Cizallas de hoja larga,falling-brook,2021-08-20,2015-06-29,true,9,8.75
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Macetas,Macetas de arcilla,divine-pine,2021-02-09,2015-06-29,true,1,10.99
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Sustrato,Tierra para macetas,cool-grass,2021-08-24,2015-06-29,true,30,5.49
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Macetas,Macetas de plástico,purple-butterfly,2020-11-15,2013-12-20,true,7,10.99
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Bonsai,Ishitsuki,late-sun,2002-03-04,2013-12-20,true,2,230.79
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Sustrato,Kanuma,empty-water,2020-12-06,2013-12-20,true,30,5.49
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Herramientas,Tijeras de podar,throbbing-waterfall,2020-04-17,2013-12-20,true,9,8.75
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Sustrato,Piedra pómez,icy-firefly,2021-01-26,2013-12-20,true,12,5.49
Sweden,aged-dawn,19381279312,0a0c171b-c4ec-4292-8180-14fc13c0209d,Bonsai,Yose-ue,restless-sun,1995-12-17,2010-02-26,true,3,296.73
Sweden,aged-dawn,19381279312,0a0c171b-c4ec-4292-8180-14fc13c0209d,Herramientas,Cizallas de yunque,little-darkness,2021-08-27,2010-02-26,true,1,8.75
Sweden,aged-dawn,19381279312,0a0c171b-c4ec-4292-8180-14fc13c0209d,Herramientas,Tijeras de podar,delicate-glitter,2021-10-13,2010-02-26,true,10,8.75
Sweden,aged-dawn,19381279312,0a0c171b-c4ec-4292-8180-14fc13c0209d,Macetas,Macetas de madera,old-dream,2020-01-16,2010-02-26,true,2,10.99
Sweden,aged-dawn,19381279312,0a0c171b-c4ec-4292-8180-14fc13c0209d,Sustrato,Kiryuzuna,polished-resonance,2020-11-20,2010-02-26,true,4,5.49
Ecuador,muddy-butterfly,16578506315,e3590851-d272-462b-ab31-b0ccf11916fd,Herramientas,Gancho de raíz,empty-bush,2021-04-07,2008-08-16,true,2,8.75
Ecuador,lingering-fire,16446876970,4a793cea-33e4-42a9-9b16-841b8bc96a24,Sustrato,Perlita,withered-night,2020-10-17,2012-01-16,true,6,5.49
Unite Kingdom,lingering-haze,20621509502,61d90412-1c1e-4f22-bbd4-2e4b35c4bcaf,Herramientas,Cizallas de yunque,wandering-haze,2020-05-30,2002-04-06,true,8,8.75
Unite Kingdom,lingering-haze,20621509502,61d90412-1c1e-4f22-bbd4-2e4b35c4bcaf,Macetas,Macetas de plástico,purple-butterfly,2020-11-15,2002-04-06,true,3,10.99
Unite Kingdom,lingering-haze,20621509502,61d90412-1c1e-4f22-bbd4-2e4b35c4bcaf,Macetas,Macetas de metal,floral-surf,2020-12-22,2002-04-06,true,7,10.99
Unite Kingdom,lingering-haze,20621509502,61d90412-1c1e-4f22-bbd4-2e4b35c4bcaf,Sustrato,Perlita,crimson-forest,2021-08-08,2002-04-06,true,15,5.49
Unite Kingdom,rough-water,20383251909,e428c273-c9bd-4b66-8717-59ee731c45d1,Sustrato,Akadama,billowing-wildflower,2020-08-31,2003-06-15,true,28,5.49
Unite Estates,shy-paper,18512569754,fbaa4c13-d249-4fde-bf62-cf606b38f92f,Bonsai,Kabudachi,dawn-glitter,1988-10-24,2015-12-29,true,10,373.66
Unite Estates,shy-paper,18512569754,fbaa4c13-d249-4fde-bf62-cf606b38f92f,Herramientas,Tijeras de podar,long-violet,2021-01-25,2017-12-25,true,10,8.75
Unite Estates,shy-paper,18512569754,fbaa4c13-d249-4fde-bf62-cf606b38f92f,Herramientas,Pinzas de agarrar,aged-snowflake,2021-05-12,2017-12-25,true,5,8.75
Unite Estates,shy-paper,18512569754,fbaa4c13-d249-4fde-bf62-cf606b38f92f,Herramientas,Tijeras de podar,young-flower,2021-11-12,2017-12-25,true,8,8.75
Ecuador,muddy-shape,16057159968,40b955b0-02c1-4f52-969d-185405a4e1ed,Sustrato,Perlita,crimson-forest,2021-08-08,2003-08-22,true,1,5.49
Ecuador,muddy-shape,16057159968,40b955b0-02c1-4f52-969d-185405a4e1ed,Sustrato,Tierra para macetas,purple-river,2021-10-12,2003-08-22,true,7,5.49
Ecuador,white-lake,16859840067,1c44fb1c-f658-4010-b96a-e7466eaba8df,Macetas,Macetas de arcilla,broken-sun,2020-02-03,2016-09-30,true,8,10.99
Ecuador,white-lake,16859840067,1c44fb1c-f658-4010-b96a-e7466eaba8df,Herramientas,Alicate,fragrant-paper,2020-09-23,2016-09-30,true,8,8.75
Ecuador,bold-glade,16061401033,04d45038-29a6-4c25-9011-5d975f5aec8c,Herramientas,Alicate,dark-frost,2021-11-22,2013-11-23,true,5,8.75
Ecuador,bold-glade,16061401033,04d45038-29a6-4c25-9011-5d975f5aec8c,Bonsai,Han-Kengai,wandering-sea,2006-02-20,2013-11-23,true,1,186.83
Unite Estates,wispy-snowflake,18822684833,3cb07bc4-533b-410b-987b-7872369a80ca,Sustrato,Akadama,white-fire,2020-10-27,2010-01-26,true,6,5.49
Unite Estates,wispy-snowflake,18822684833,3cb07bc4-533b-410b-987b-7872369a80ca,Sustrato,Piedra pómez,empty-frost,2020-08-31,2010-01-26,true,18,5.49
Unite Estates,wispy-snowflake,18822684833,3cb07bc4-533b-410b-987b-7872369a80ca,Macetas,Macetas de vidrio,young-rain,2020-05-29,2010-01-26,true,8,10.99
Unite Estates,wispy-snowflake,18822684833,3cb07bc4-533b-410b-987b-7872369a80ca,Herramientas,Gancho de raíz,snowy-breeze,2020-05-22,2010-01-26,true,3,8.75
Unite Estates,wispy-snowflake,18822684833,3cb07bc4-533b-410b-987b-7872369a80ca,Sustrato,Kiryuzuna,weathered-surf,2020-08-20,2010-01-26,true,20,5.49
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Herramientas,Cepillo de raíz,bitter-smoke,2021-01-25,2019-12-29,true,10,8.75
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Macetas,Macetas de arcilla,white-dew,2020-05-26,2019-12-29,true,4,10.99
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Bonsai,Shakan,black-sea,2005-11-17,2019-12-29,true,2,186.83
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Macetas,Macetas de madera,bitter-sunset,2020-05-31,2019-12-29,true,3,10.99
Colombia,damp-lake,17520188242,021d8588-9049-42c2-86d8-b07320927c74,Sustrato,Sphagnum moss,misty-paper,2021-04-09,2019-12-29,true,18,5.49
Unite Estates,long-silence,18159374980,3aec7721-d711-45a5-a6e8-364e585b1170,Macetas,Macetas de metal,white-shadow,2020-01-14,2009-07-29,true,4,10.99
Unite Estates,long-silence,18159374980,3aec7721-d711-45a5-a6e8-364e585b1170,Macetas,Macetas de metal,white-shadow,2020-01-14,2009-07-29,true,7,10.99
Unite Estates,long-silence,18159374980,3aec7721-d711-45a5-a6e8-364e585b1170,Herramientas,Tijeras de podar,cool-sea,2021-10-24,2009-07-29,true,4,8.75
Unite Estates,long-silence,18159374980,3aec7721-d711-45a5-a6e8-364e585b1170,Herramientas,Cizallas de yunque,ancient-glade,2021-12-15,2009-07-29,true,7,8.75
Unite Estates,long-silence,18159374980,3aec7721-d711-45a5-a6e8-364e585b1170,Herramientas,Cizallas de hoja larga,morning-sun,2021-09-24,2009-07-29,true,10,8.75
Ecuador,muddy-butterfly,16578506315,e3590851-d272-462b-ab31-b0ccf11916fd,Sustrato,Perlita,withered-breeze,2020-07-22,2001-07-06,true,30,5.49
Ecuador,muddy-butterfly,16578506315,e3590851-d272-462b-ab31-b0ccf11916fd,Herramientas,Tijeras de defoliación,icy-shadow,2021-08-17,2001-07-06,true,1,8.75
Colombia,divine-mountain,17185315501,f3c735cf-ba40-4107-92c5-88631ee9f8c3,Herramientas,Pinzas de agarrar,young-paper,2020-12-19,2018-03-28,true,8,8.75
Colombia,divine-mountain,17185315501,f3c735cf-ba40-4107-92c5-88631ee9f8c3,Herramientas,Cincel de raíz,crimson-cherry,2020-09-23,2018-03-28,true,10,8.75
Colombia,divine-mountain,17185315501,f3c735cf-ba40-4107-92c5-88631ee9f8c3,Sustrato,Akadama,billowing-wildflower,2020-08-31,2018-03-28,true,9,5.49
Ecuador,throbbing-shadow,16028706390,34e2050c-86e6-41c1-813f-df09329e44a1,Macetas,Macetas de cerámica,frosty-field,1997-02-09,2020-11-30,true,9,285.74
Unite Estates,floral-water,18298458358,7392d9d2-31b5-410d-8615-2db8db816963,Herramientas,Cizallas de hoja larga,bold-dew,2021-04-20,2012-03-11,true,9,8.75
Unite Estates,floral-water,18298458358,7392d9d2-31b5-410d-8615-2db8db816963,Herramientas,Cincel de raíz,snowy-glitter,2021-01-10,2012-03-11,true,2,8.75
Ecuador,wandering-wildflower,16701153876,9614058b-9886-4132-8b8a-464e290a61db,Macetas,Macetas de arcilla,cold-wildflower,2020-02-21,2003-03-29,true,5,10.99
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Sustrato,Tierra para macetas,rough-night,2021-06-23,2000-07-13,true,23,5.49
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Macetas,Macetas de arcilla,long-field,2021-04-07,2004-06-21,true,7,10.99
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Macetas,Macetas de madera,empty-snow,2021-12-06,2004-06-21,true,10,10.99
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Bonsai,Ishitsuki,wild-rain,1999-02-08,2021-06-29,true,6,263.76
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Sustrato,Perlita,twilight-shadow,2020-08-29,2021-06-29,true,19,5.49
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Macetas,Macetas de cerámica,dry-star,1982-04-15,2021-06-29,true,7,450.59000000000003
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Herramientas,Tijeras de defoliación,small-forest,2020-07-19,2021-06-29,true,5,8.75
Ecuador,muddy-shape,16057159968,40b955b0-02c1-4f52-969d-185405a4e1ed,Sustrato,Piedra pómez,white-river,2020-01-14,2008-03-20,true,12,5.49
Ecuador,muddy-shape,16057159968,40b955b0-02c1-4f52-969d-185405a4e1ed,Herramientas,Tijeras de podar,red-dawn,2020-11-30,2008-03-20,true,6,8.75
Sweden,frosty-tree,19804982887,af2d711c-5da2-406f-b368-97288f87ee64,Sustrato,Sphagnum moss,little-night,2021-08-05,2002-06-26,true,27,5.49
Sweden,little-frog,19346131005,0212c6e1-08c2-442e-926d-55c0c2e67193,Sustrato,Akadama,falling-lake,2020-11-23,2019-07-03,true,16,5.49
Sweden,little-frog,19346131005,0212c6e1-08c2-442e-926d-55c0c2e67193,Bonsai,Moyogi,withered-tree,2007-05-19,2019-07-03,true,9,164.85
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Herramientas,Cizallas de hoja larga,broken-leaf,2021-08-16,2006-07-27,true,10,8.75
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Herramientas,Pinzas de agarrar,small-fire,2020-05-24,2006-07-27,true,5,8.75
Colombia,wild-feather,17652664598,c6658c54-80f7-4b21-afc9-adc8cc9ec015,Sustrato,Piedra pómez,white-river,2020-01-14,2008-08-02,true,21,5.49
Colombia,wild-feather,17652664598,c6658c54-80f7-4b21-afc9-adc8cc9ec015,Macetas,Macetas de metal,sparkling-wind,2020-06-15,2008-08-02,true,8,10.99
Colombia,wild-feather,17652664598,c6658c54-80f7-4b21-afc9-adc8cc9ec015,Herramientas,Pinzas de agarrar,wispy-feather,2021-01-16,2008-08-02,true,10,8.75
Colombia,wild-feather,17652664598,c6658c54-80f7-4b21-afc9-adc8cc9ec015,Sustrato,Perlita,floral-lake,2020-07-23,2008-08-02,true,9,5.49
Colombia,wild-feather,17652664598,c6658c54-80f7-4b21-afc9-adc8cc9ec015,Herramientas,Tijeras de defoliación,long-fire,2021-12-11,2008-08-02,true,5,8.75
Colombia,divine-river,17903055779,cfecddfb-6fd5-4eb2-a6e2-ff2ed93de843,Macetas,Macetas de metal,autumn-glitter,2020-11-16,2018-09-07,true,10,10.99
Colombia,divine-river,17903055779,cfecddfb-6fd5-4eb2-a6e2-ff2ed93de843,Sustrato,Piedra pómez,young-glitter,2021-09-26,2018-09-07,true,7,5.49
Ecuador,wandering-wildflower,16701153876,9614058b-9886-4132-8b8a-464e290a61db,Herramientas,Cizallas de hoja larga,polished-cloud,2020-05-06,2013-08-19,true,1,8.75
Ecuador,wandering-wildflower,16701153876,9614058b-9886-4132-8b8a-464e290a61db,Sustrato,Piedra pómez,bold-mountain,2020-10-06,2013-08-19,true,9,5.49
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Herramientas,Sierra,small-voice,2021-10-17,2014-12-27,true,3,8.75
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Herramientas,Cizallas de yunque,divine-star,2021-03-09,2014-12-27,true,10,8.75
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Herramientas,Sierra,rough-wind,2021-06-18,2014-12-27,true,6,8.75
Colombia,divine-river,17176557775,f9de8f4a-eead-4432-893e-fe8633ce5606,Herramientas,Cepillo de raíz,bitter-smoke,2021-01-25,2014-12-27,true,5,8.75
Unite Kingdom,late-shadow,20572586250,52a9a6af-aa70-428d-b2fd-946760a6e70a,Herramientas,Gancho de raíz,silent-haze,2020-09-13,2006-09-19,true,6,8.75
Unite Kingdom,late-shadow,20572586250,52a9a6af-aa70-428d-b2fd-946760a6e70a,Macetas,Macetas de plástico,ancient-silence,2021-10-14,2006-09-19,true,1,10.99
Unite Kingdom,lingering-haze,20621509502,61d90412-1c1e-4f22-bbd4-2e4b35c4bcaf,Sustrato,Kanuma,small-thunder,2021-09-21,2004-07-14,true,1,5.49
Ecuador,throbbing-shadow,16028706390,34e2050c-86e6-41c1-813f-df09329e44a1,Herramientas,Pinzas de agarrar,proud-mountain,2021-02-14,2012-08-12,true,6,8.75
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Herramientas,Tijeras de podar,billowing-grass,2020-08-29,2019-05-05,true,3,8.75
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Sustrato,Sphagnum moss,falling-sea,2020-01-17,2019-05-05,true,29,5.49
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Herramientas,Sierra,white-rain,2020-11-13,2019-05-05,true,9,8.75
Colombia,black-snow,17887965757,c16ecfaf-0421-40e4-ad7e-2bb298af39a4,Herramientas,Cepillo de raíz,weathered-star,2020-09-10,2019-05-05,true,6,8.75
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Herramientas,Cincel de raíz,morning-field,2020-04-10,2001-05-11,true,8,8.75
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Sustrato,Vermiculita,dry-resonance,2021-08-25,2001-05-11,true,24,5.49
Sweden,small-flower,19185808591,a2a51d0b-78e6-4741-a439-09d2189101dd,Macetas,Macetas de vidrio,weathered-sun,2021-06-18,2001-05-11,true,8,10.99
Unite Estates,muddy-smoke,18132470081,49791c7a-263b-456a-9e9b-961a00971103,Herramientas,Cincel de raíz,broken-snow,2020-11-28,2011-05-03,true,4,8.75
Colombia,lively-cloud,17458496977,115f3174-51e9-447d-b2f3-6930351e76f6,Herramientas,Pinzas de agarrar,cold-shape,2021-04-25,2001-07-07,true,7,8.75
Colombia,lively-cloud,17458496977,115f3174-51e9-447d-b2f3-6930351e76f6,Macetas,Macetas de cerámica,young-glade,1995-08-23,2001-07-07,true,7,296.73
Colombia,lively-cloud,17458496977,115f3174-51e9-447d-b2f3-6930351e76f6,Sustrato,Perlita,frosty-forest,2021-01-19,2001-07-07,true,25,5.49
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Macetas,Macetas de vidrio,restless-wave,2021-08-11,2016-02-11,true,1,10.99
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Herramientas,Cizallas de hoja larga,crimson-pine,2020-05-18,2016-02-11,true,10,8.75
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Herramientas,Tijeras de podar,icy-glitter,2020-07-22,2016-02-11,true,10,8.75
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Macetas,Macetas de arcilla,blue-darkness,2020-09-30,2016-02-11,true,6,10.99
Unite Kingdom,muddy-cherry,20163028156,0ddeb3dc-dd17-412d-8108-09b51fa9ed41,Herramientas,Gancho de raíz,restless-sound,2020-04-16,2016-02-11,true,1,8.75
Unite Kingdom,summer-wildflower,20247414175,4db7e174-5dca-4bcc-85a1-dedd8234454a,Herramientas,Cizallas de hoja larga,broken-leaf,2021-08-16,2010-09-21,true,6,8.75
Unite Kingdom,summer-wildflower,20247414175,4db7e174-5dca-4bcc-85a1-dedd8234454a,Herramientas,Tijeras de podar,summer-thunder,2021-08-26,2010-09-21,true,1,8.75
Unite Kingdom,summer-wildflower,20247414175,4db7e174-5dca-4bcc-85a1-dedd8234454a,Macetas,Macetas de madera,wild-pine,2020-06-23,2010-09-21,true,7,10.99
Unite Kingdom,summer-wildflower,20247414175,4db7e174-5dca-4bcc-85a1-dedd8234454a,Sustrato,Piedra pómez,bitter-sound,2020-10-12,2010-09-21,true,9,5.49
Unite Kingdom,autumn-waterfall,20559007310,54e2f7b0-8ad7-4061-984d-75272c75122c,Macetas,Macetas de cerámica,young-snowflake,1980-04-30,2008-03-29,true,6,461.58
Colombia,long-wind,17014776557,b413f494-7476-4ec3-8235-7b25971e7b42,Macetas,Macetas de cerámica,lingering-wave,1997-09-21,2011-12-19,true,10,274.75
Ecuador,ancient-fire,16882355049,b7a6a3cf-38a6-4167-9629-d21dfc32a029,Sustrato,Piedra pómez,crimson-water,2020-10-26,2018-10-29,true,24,5.49
Ecuador,ancient-fire,16882355049,b7a6a3cf-38a6-4167-9629-d21dfc32a029,Bonsai,Ishitsuki,late-sun,2002-03-04,2018-10-29,true,9,230.79
Ecuador,ancient-fire,16882355049,b7a6a3cf-38a6-4167-9629-d21dfc32a029,Sustrato,Kiryuzuna,hidden-shadow,2020-04-16,2018-10-29,true,26,5.49
Ecuador,ancient-fire,16882355049,b7a6a3cf-38a6-4167-9629-d21dfc32a029,Sustrato,Tierra para macetas,muddy-cloud,2020-02-07,2018-10-29,true,30,5.49
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Herramientas,Pinzas de agarrar,wispy-thunder,2020-08-06,2015-08-17,true,10,8.75
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Herramientas,Cizallas de hoja larga,hidden-wood,2021-09-13,2015-08-17,true,8,8.75
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Sustrato,Kanuma,green-water,2020-07-05,2015-08-17,true,5,5.49
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Sustrato,Akadama,dry-dew,2021-05-01,2015-08-17,true,15,5.49
Unite Estates,dry-fog,18696116602,5a8f37d3-ed21-4e7b-a099-f9f762f109a6,Macetas,Macetas de vidrio,winter-cherry,2021-06-02,2015-08-17,true,7,10.99
Ecuador,throbbing-shadow,16028706390,34e2050c-86e6-41c1-813f-df09329e44a1,Macetas,Macetas de vidrio,withered-wind,2021-07-19,2011-11-14,true,5,10.99
Ecuador,throbbing-shadow,16028706390,34e2050c-86e6-41c1-813f-df09329e44a1,Sustrato,Akadama,icy-pond,2021-05-23,2011-11-14,true,30,5.49
Colombia,snowy-star,17831331794,b3f402cf-2c37-4463-a7f5-6f52a2dc251a,Sustrato,Piedra pómez,rough-fog,2020-08-14,2010-10-15,true,17,5.49
Colombia,snowy-star,17831331794,b3f402cf-2c37-4463-a7f5-6f52a2dc251a,Sustrato,Piedra pómez,wild-resonance,2020-01-06,2010-10-15,true,27,5.49
Colombia,snowy-star,17831331794,b3f402cf-2c37-4463-a7f5-6f52a2dc251a,Macetas,Macetas de arcilla,misty-feather,2020-03-01,2010-10-15,true,10,10.99
Colombia,snowy-star,17831331794,b3f402cf-2c37-4463-a7f5-6f52a2dc251a,Herramientas,Cizallas de yunque,misty-rain,2020-08-06,2010-10-15,true,1,8.75
Colombia,snowy-star,17831331794,b3f402cf-2c37-4463-a7f5-6f52a2dc251a,Herramientas,Tijeras de podar,twilight-wood,2020-08-09,2010-10-15,true,8,8.75
Colombia,rough-wildflower,17320486634,475a0fad-62c4-46cf-b5c2-7e032ec9e0bf,Macetas,Macetas de cerámica,dawn-wind,1987-06-16,2018-10-31,true,10,384.65000000000003
Colombia,rough-wildflower,17320486634,475a0fad-62c4-46cf-b5c2-7e032ec9e0bf,Macetas,Macetas de cerámica,still-violet,1988-11-30,2018-10-31,true,2,373.66
